ip,app,device,os,channel,click_time,attributed_time,is_attributed
1462,14,1,19,489,2017-11-09 12:38:56,,0
151747,64,1,13,459,2017-11-07 13:35:11,,0
70298,18,1,9,121,2017-11-07 23:02:22,,0
114923,9,1,13,232,2017-11-08 08:51:43,,0
114678,3,1,13,130,2017-11-07 16:16:09,,0
257432,26,1,20,266,2017-11-08 04:18:54,,0
100182,12,1,19,245,2017-11-08 14:22:50,,0
66519,14,1,27,467,2017-11-09 10:42:48,,0
96989,14,1,19,489,2017-11-08 14:06:18,,0
181916,2,1,32,477,2017-11-07 11:45:25,,0
11716,3,1,10,280,2017-11-09 02:14:13,,0
80532,2,1,9,477,2017-11-08 03:22:52,,0
23745,20,1,17,478,2017-11-08 16:11:28,,0
88969,15,1,13,245,2017-11-07 14:20:23,,0
105292,9,1,47,442,2017-11-07 15:43:32,,0
125401,12,1,25,245,2017-11-07 13:02:48,,0
342862,15,1,19,245,2017-11-09 00:45:53,,0
67779,12,1,37,326,2017-11-08 14:57:24,,0
290583,2,1,19,477,2017-11-08 16:33:36,,0
269212,3,1,19,402,2017-11-08 12:26:33,,0
63188,12,1,30,328,2017-11-09 05:37:30,,0
98312,9,1,19,134,2017-11-08 07:26:41,,0
39979,3,1,13,371,2017-11-07 00:33:01,,0
110211,2,1,10,258,2017-11-08 14:06:21,,0
50467,10,1,13,113,2017-11-07 08:44:04,,0
86015,3,1,13,409,2017-11-07 02:24:33,,0
162620,2,1,47,477,2017-11-09 03:47:16,,0
109703,12,1,13,259,2017-11-08 12:28:11,,0
93230,26,1,22,477,2017-11-09 14:02:35,,0
132521,3,1,19,280,2017-11-09 06:25:21,,0
170405,15,1,13,430,2017-11-08 21:49:14,,0
141130,3,1,19,173,2017-11-07 11:53:12,,0
77901,1,1,13,153,2017-11-09 08:30:59,,0
86590,3,2,18,456,2017-11-07 16:03:47,,0
48170,7,1,8,101,2017-11-09 15:22:35,,0
48676,12,1,17,245,2017-11-07 19:51:40,,0
51512,3,1,13,211,2017-11-08 09:52:52,,0
68929,3,1,26,371,2017-11-08 00:44:51,,0
103783,3,1,13,452,2017-11-09 07:56:35,,0
22866,3,1,14,280,2017-11-08 00:57:31,,0
64386,2,1,22,477,2017-11-07 14:37:59,,0
321307,19,40,24,213,2017-11-09 13:07:09,,0
95872,12,1,19,481,2017-11-09 00:14:53,,0
196598,20,1,22,259,2017-11-07 07:03:24,,0
93065,2,1,10,212,2017-11-09 04:27:17,,0
145896,2,1,37,237,2017-11-08 12:32:03,,0
48239,64,1,41,459,2017-11-08 23:33:58,,0
113721,2,1,13,435,2017-11-09 15:24:37,,0
15333,18,1,12,107,2017-11-08 09:29:50,,0
25394,14,1,20,480,2017-11-07 08:12:51,,0
59807,3,1,13,317,2017-11-08 07:23:04,,0
168161,15,1,13,111,2017-11-07 07:56:10,,0
14764,3,1,13,130,2017-11-08 14:16:24,,0
173844,23,1,13,153,2017-11-09 14:17:57,,0
174549,9,1,19,244,2017-11-07 05:23:21,,0
109696,28,1,13,135,2017-11-08 00:27:39,,0
151977,13,1,18,477,2017-11-07 13:29:21,,0
104856,2,1,19,219,2017-11-09 02:49:08,,0
19256,32,1,19,21,2017-11-07 04:45:14,,0
92471,2,1,17,212,2017-11-07 23:28:55,,0
119863,1,1,30,115,2017-11-08 06:25:51,,0
88951,15,1,1,265,2017-11-08 22:36:20,,0
330861,35,1,22,21,2017-11-08 18:54:44,2017-11-08 22:39:52,1
146716,8,2,19,145,2017-11-09 10:34:57,,0
68335,12,1,6,205,2017-11-09 07:47:32,,0
127765,23,1,19,153,2017-11-08 17:33:07,,0
105475,18,1,17,379,2017-11-09 05:04:24,,0
58250,9,1,13,442,2017-11-09 01:50:34,,0
194052,2,1,18,401,2017-11-06 22:13:53,,0
35658,1,1,13,377,2017-11-08 00:54:54,,0
66152,12,1,6,178,2017-11-09 11:08:14,,0
121296,12,1,18,178,2017-11-08 06:32:20,,0
101730,3,1,13,130,2017-11-07 08:08:23,,0
28355,9,1,14,334,2017-11-09 10:14:46,,0
105154,9,1,13,253,2017-11-09 09:43:37,,0
74090,1,1,15,153,2017-11-07 23:27:25,,0
115724,3,1,13,173,2017-11-07 00:45:17,,0
125190,9,1,25,134,2017-11-07 17:31:38,,0
20090,8,1,13,145,2017-11-06 21:14:07,,0
14737,3,1,53,211,2017-11-09 01:43:15,,0
181780,12,1,58,259,2017-11-07 00:33:21,,0
48104,15,1,9,245,2017-11-07 13:14:25,,0
58643,3,1,15,280,2017-11-08 03:00:10,,0
85882,3,1,18,280,2017-11-08 17:45:47,,0
93664,6,1,12,459,2017-11-08 10:02:41,,0
64341,9,1,13,134,2017-11-08 00:42:18,,0
234206,3,1,13,211,2017-11-08 15:21:49,,0
93021,12,1,10,326,2017-11-09 04:33:53,,0
73516,3,1,44,153,2017-11-08 04:31:13,,0
223623,2,1,19,236,2017-11-08 04:34:56,,0
6212,23,1,10,153,2017-11-08 05:05:51,,0
123335,27,1,30,122,2017-11-08 23:58:05,,0
99503,18,2,9,107,2017-11-09 03:18:49,,0
119369,18,1,9,107,2017-11-09 05:12:58,,0
49553,3,1,16,280,2017-11-07 04:49:37,,0
14574,3,1,46,137,2017-11-08 15:49:24,,0
84896,21,2,9,232,2017-11-09 12:40:21,,0
47290,9,1,8,466,2017-11-09 10:37:38,,0
87795,15,1,15,386,2017-11-07 08:54:36,,0
14475,23,1,19,153,2017-11-09 10:03:20,,0
10456,21,1,13,128,2017-11-08 01:34:55,,0
14063,14,1,22,463,2017-11-08 04:22:04,,0
45432,14,1,37,379,2017-11-09 07:05:00,,0
69487,1,1,22,135,2017-11-07 07:20:08,,0
35745,3,1,11,280,2017-11-09 05:28:17,,0
77128,3,1,13,280,2017-11-09 04:58:26,,0
95962,12,1,17,245,2017-11-09 05:39:02,,0
108905,2,1,41,237,2017-11-07 06:03:43,,0
166639,15,1,19,315,2017-11-07 09:50:31,,0
99529,2,1,13,435,2017-11-07 23:27:13,,0
339282,8,1,15,145,2017-11-09 05:55:51,,0
48057,9,1,19,134,2017-11-07 00:54:07,,0
43655,3,1,18,205,2017-11-08 06:14:53,,0
122218,2,1,19,452,2017-11-07 08:51:46,,0
80993,21,1,20,128,2017-11-08 15:32:11,,0
41261,18,1,19,107,2017-11-09 03:06:38,,0
28046,9,1,13,215,2017-11-07 17:43:55,,0
51553,9,1,19,215,2017-11-07 02:20:10,,0
173721,2,1,10,435,2017-11-07 01:55:28,,0
17149,3,1,10,280,2017-11-09 03:52:19,,0
186173,12,1,44,259,2017-11-07 09:58:10,,0
34840,15,1,19,111,2017-11-09 00:26:43,,0
265835,1,1,28,124,2017-11-08 00:56:00,,0
105603,15,1,28,245,2017-11-07 22:40:49,,0
95766,19,0,24,347,2017-11-09 07:05:01,,0
125222,15,2,97,245,2017-11-08 13:13:36,,0
25614,14,2,9,489,2017-11-09 12:21:33,,0
72164,18,3032,607,107,2017-11-07 11:01:54,,0
104437,3,1,17,409,2017-11-08 12:50:42,,0
147609,2,1,22,219,2017-11-08 00:58:02,,0
90680,2,1,9,469,2017-11-08 13:32:54,,0
31502,18,1,25,439,2017-11-06 23:40:53,,0
93972,6,1,8,125,2017-11-09 08:44:51,,0
307556,3,1,19,466,2017-11-09 08:58:01,,0
262258,9,1,4,232,2017-11-08 13:59:22,,0
11222,12,1,18,178,2017-11-08 02:19:15,,0
182232,3,1,13,135,2017-11-08 16:07:02,,0
177195,1,1,19,134,2017-11-06 18:20:42,,0
62034,9,1,22,107,2017-11-09 12:13:26,,0
53715,2,1,53,205,2017-11-07 02:51:56,,0
165484,5,1,25,377,2017-11-09 09:03:42,,0
99754,15,1,20,245,2017-11-07 22:55:27,,0
95064,64,1,13,459,2017-11-08 23:54:57,,0
77048,15,1,12,3,2017-11-09 04:45:44,,0
118252,14,2,15,442,2017-11-08 05:12:34,,0
12058,18,1,15,134,2017-11-08 14:24:26,,0
74860,9,1,13,489,2017-11-08 18:32:06,,0
38962,6,1,20,459,2017-11-07 12:11:44,,0
21558,83,385,21,320,2017-11-08 02:09:33,,0
62960,2,1,15,469,2017-11-07 08:03:50,,0
297628,14,1,10,379,2017-11-09 07:01:56,,0
22072,8,1,16,145,2017-11-08 01:36:43,,0
5348,2,1,64,477,2017-11-09 12:10:53,,0
82440,13,1,32,477,2017-11-09 14:20:16,,0
26101,9,1,19,334,2017-11-08 06:56:48,,0
108913,15,1,13,278,2017-11-09 10:47:50,,0
49082,2,1,32,469,2017-11-08 08:59:52,,0
141879,3,1,8,280,2017-11-08 01:24:58,,0
11431,13,1,98,477,2017-11-07 10:46:51,,0
119289,3,1,19,466,2017-11-07 11:01:05,,0
36088,13,1,13,400,2017-11-07 03:32:00,,0
241618,3,1,11,280,2017-11-08 04:32:54,,0
99856,18,1,13,121,2017-11-09 08:03:15,,0
6336,2,1,22,258,2017-11-07 16:21:13,,0
80388,15,1,1,245,2017-11-06 17:44:20,,0
322401,18,1,13,134,2017-11-08 17:09:46,,0
98617,18,1,13,107,2017-11-07 10:49:42,,0
64137,12,1,19,178,2017-11-07 05:46:14,,0
68382,23,1,27,153,2017-11-08 05:40:08,,0
114816,9,2,19,445,2017-11-09 05:36:35,,0
108122,2,1,13,237,2017-11-08 07:37:03,,0
34810,27,1,19,153,2017-11-09 07:56:49,,0
90286,15,1,18,278,2017-11-08 06:41:30,,0
49707,2,1,37,237,2017-11-09 06:46:49,,0
37240,12,1,15,265,2017-11-07 23:00:51,,0
10777,8,1,16,145,2017-11-09 07:15:08,,0
83614,12,1,13,178,2017-11-08 22:28:45,,0
56450,2,1,22,469,2017-11-07 03:28:02,,0
178851,2,1,35,205,2017-11-06 23:54:06,,0
77275,18,1,13,439,2017-11-07 03:24:12,,0
331789,2,1,13,236,2017-11-09 05:59:15,,0
81736,3,1,23,280,2017-11-09 03:51:51,,0
228725,13,1,13,477,2017-11-08 00:35:45,,0
50197,12,1,19,328,2017-11-09 15:22:40,,0
66210,3,1,15,489,2017-11-08 13:38:07,,0
118029,3,1,13,371,2017-11-08 00:07:53,,0
139451,3,1,19,130,2017-11-08 11:32:41,,0
48240,3,1,13,466,2017-11-07 13:27:37,,0
207409,9,1,18,232,2017-11-07 00:03:59,,0
10394,3,1,17,115,2017-11-07 06:32:48,,0
184514,9,1,20,489,2017-11-08 04:30:30,,0
5314,21,1,19,232,2017-11-07 16:10:54,,0
22196,6,1,1,459,2017-11-08 02:25:57,,0
87735,20,1,13,478,2017-11-08 10:41:50,,0
111735,3,1,22,280,2017-11-08 12:26:33,,0
84101,2,1,19,477,2017-11-07 01:43:44,,0
8430,9,1,13,134,2017-11-08 00:25:24,,0
113382,12,1,10,265,2017-11-08 02:34:40,,0
31542,3,1,13,280,2017-11-08 06:13:55,,0
60215,12,1,13,140,2017-11-07 04:22:25,,0
18474,29,1,17,101,2017-11-07 15:27:09,,0
195051,3,1,13,442,2017-11-07 00:21:00,,0
73516,3,1,13,153,2017-11-07 17:31:33,,0
17602,14,1,13,489,2017-11-07 12:34:31,,0
81717,9,1,19,127,2017-11-09 14:49:48,,0
78901,18,1,8,107,2017-11-07 00:14:08,,0
65710,6,1,20,125,2017-11-09 08:26:18,,0
58363,15,1,15,268,2017-11-09 09:45:50,,0
309576,5,1,32,113,2017-11-09 08:47:51,2017-11-09 08:47:55,1
53635,3,1,53,137,2017-11-07 10:54:05,,0
65501,18,1,6,121,2017-11-09 01:10:17,,0
20081,2,1,8,435,2017-11-09 04:31:22,,0
237256,28,1,19,135,2017-11-08 07:34:32,,0
71667,15,1,13,245,2017-11-07 15:44:09,,0
145883,15,1,16,412,2017-11-08 11:00:55,,0
25200,32,1,37,376,2017-11-07 09:42:24,,0
10702,9,1,1,232,2017-11-08 12:57:40,,0
70645,14,1,19,463,2017-11-08 21:07:43,,0
41662,14,1,13,489,2017-11-07 09:22:16,,0
105560,15,1,19,245,2017-11-07 17:12:54,,0
149503,18,1,53,107,2017-11-06 21:24:19,,0
69447,18,1,9,107,2017-11-08 08:54:54,,0
31817,58,1,13,120,2017-11-08 02:25:17,,0
158516,64,1,13,459,2017-11-07 08:51:15,,0
55852,9,1,3,442,2017-11-08 10:36:54,,0
118440,14,1,19,489,2017-11-09 06:53:45,,0
53454,2,1,1,477,2017-11-07 05:15:01,,0
99519,18,1,17,107,2017-11-06 23:59:08,,0
6437,12,1,17,245,2017-11-07 02:49:40,,0
85278,3,1,19,137,2017-11-08 22:52:29,,0
48245,9,1,22,134,2017-11-07 16:08:54,,0
83127,13,1,19,477,2017-11-09 11:44:06,,0
180989,3,1,20,280,2017-11-08 09:28:00,,0
55430,3,1,13,280,2017-11-09 06:34:50,,0
196380,1,1,10,178,2017-11-07 04:39:09,,0
98971,12,1,13,140,2017-11-07 20:48:49,,0
185069,3,1,11,442,2017-11-09 00:01:33,,0
205550,2,1,19,219,2017-11-08 00:39:40,,0
17077,18,1,19,121,2017-11-09 13:37:51,,0
100448,3,1,19,137,2017-11-09 02:31:26,,0
77529,26,1,16,121,2017-11-09 04:05:51,,0
84896,9,1,19,466,2017-11-09 12:28:05,,0
201417,12,1,15,259,2017-11-07 13:33:55,,0
925,3,1,26,280,2017-11-08 03:33:42,,0
139978,3,1,13,280,2017-11-09 04:31:48,,0
81834,1,1,19,153,2017-11-09 08:39:00,,0
193642,15,1,13,245,2017-11-07 08:37:43,,0
108748,9,1,12,134,2017-11-08 01:20:14,,0
13791,6,1,8,459,2017-11-08 12:06:50,,0
72357,21,1,13,128,2017-11-08 04:11:35,,0
32639,1,1,17,115,2017-11-08 17:44:46,,0
116964,2,1,18,477,2017-11-09 00:39:39,,0
89626,18,1,32,107,2017-11-09 13:21:10,,0
26481,12,1,16,245,2017-11-07 15:40:21,,0
115033,3,1,18,280,2017-11-08 06:38:24,,0
34254,18,1,13,439,2017-11-07 10:35:40,,0
44905,3,1,22,280,2017-11-07 03:48:29,,0
116870,9,1,12,445,2017-11-09 13:07:37,,0
1382,3,1,16,280,2017-11-09 00:39:59,,0
49462,3,2,9,280,2017-11-08 11:11:33,,0
223623,7,1,836,101,2017-11-09 06:20:02,,0
12359,12,1,13,140,2017-11-09 12:51:27,,0
104366,15,1,13,386,2017-11-08 06:34:22,,0
69413,3,1,13,205,2017-11-08 10:09:41,,0
36795,3,1,37,480,2017-11-07 13:21:06,,0
95924,12,1,13,265,2017-11-07 22:56:52,,0
88359,2,1,11,122,2017-11-09 05:44:25,,0
109283,11,1,10,325,2017-11-08 04:21:44,,0
90855,18,3543,748,107,2017-11-08 14:10:50,,0
111414,3,1,15,280,2017-11-08 13:43:15,,0
48282,2,1,16,237,2017-11-07 10:00:51,,0
48407,1,1,22,134,2017-11-08 00:27:21,,0
109176,14,1,16,463,2017-11-07 02:01:09,,0
43166,18,1,19,121,2017-11-09 03:51:45,,0
124420,14,1,13,401,2017-11-07 05:03:59,,0
105304,14,1,37,442,2017-11-09 15:51:39,,0
117528,18,1,13,107,2017-11-08 15:49:16,,0
4573,3,2,56,489,2017-11-08 22:56:58,,0
209816,3,1,13,371,2017-11-07 00:42:27,,0
49966,2,1,13,122,2017-11-07 09:09:20,,0
90604,18,1,3,379,2017-11-09 12:17:06,,0
93573,2,1,17,237,2017-11-09 07:03:29,,0
95931,3,1,22,135,2017-11-08 09:33:39,,0
162132,3,1,18,115,2017-11-07 08:30:24,,0
113180,2,1,10,122,2017-11-09 04:03:44,,0
27102,20,1,22,259,2017-11-08 15:05:25,,0
119349,3,1,19,280,2017-11-07 01:06:15,,0
97899,23,1,43,153,2017-11-07 09:54:34,,0
4251,9,1,17,466,2017-11-09 06:15:46,,0
89163,15,1,14,245,2017-11-08 08:37:19,,0
59859,15,1,19,278,2017-11-07 14:37:51,,0
259328,18,1,19,107,2017-11-08 15:32:34,,0
9326,18,1,13,439,2017-11-08 09:17:27,,0
94373,15,1,13,245,2017-11-08 12:07:58,,0
128338,12,1,1,497,2017-11-09 12:36:24,,0
6360,18,1,13,107,2017-11-07 01:43:07,,0
198588,15,2,9,245,2017-11-07 11:50:52,,0
222252,20,1,10,478,2017-11-07 18:56:15,,0
55212,21,1,35,128,2017-11-09 03:02:50,,0
17149,10,1,13,317,2017-11-08 06:08:20,,0
90985,3,1,1,280,2017-11-08 15:13:20,,0
161130,15,1,17,430,2017-11-07 12:51:49,,0
105475,3,1,16,173,2017-11-07 14:35:44,,0
105475,3,1,47,182,2017-11-09 15:25:55,,0
58431,12,1,17,265,2017-11-08 01:38:32,,0
61754,12,1,19,245,2017-11-07 15:35:59,,0
7101,15,1,34,245,2017-11-09 00:25:47,,0
63229,3,1,19,280,2017-11-08 03:06:44,,0
66087,11,1,13,469,2017-11-09 07:07:00,,0
104253,14,1,19,379,2017-11-08 22:06:03,,0
201921,12,1,17,245,2017-11-08 15:14:04,,0
91123,26,1,17,121,2017-11-08 22:35:26,,0
88281,8,1,13,145,2017-11-09 10:37:16,,0
23958,12,1,13,245,2017-11-07 04:58:00,,0
118250,8,1,16,145,2017-11-07 12:09:50,,0
194346,21,1,13,128,2017-11-08 06:21:15,,0
156252,9,2,13,215,2017-11-06 20:01:58,,0
72335,3,1,18,211,2017-11-07 10:40:42,,0
44067,9,2,10,127,2017-11-09 11:13:31,,0
30280,18,1,19,121,2017-11-07 13:48:15,,0
18198,27,2,17,122,2017-11-07 07:34:55,,0
59216,3,1,16,489,2017-11-09 13:56:03,,0
239832,3,1,3,280,2017-11-08 07:21:01,,0
111186,18,1,11,134,2017-11-07 16:46:24,,0
138373,3,1,19,409,2017-11-07 07:29:52,,0
50474,208,1,19,330,2017-11-07 01:33:06,,0
67197,2,1,7,237,2017-11-08 12:36:33,,0
130740,14,1,12,401,2017-11-06 23:20:49,,0
124459,15,1,13,480,2017-11-09 04:35:26,,0
70362,3,1,13,19,2017-11-09 10:59:05,,0
156201,3,1,19,409,2017-11-08 18:01:05,,0
105587,2,1,13,219,2017-11-09 01:27:06,,0
97096,23,1,35,153,2017-11-09 12:52:08,,0
50688,14,1,18,442,2017-11-09 13:50:17,,0
72000,9,1,49,334,2017-11-08 09:02:45,,0
18754,15,1,19,278,2017-11-09 01:42:24,,0
107390,9,1,12,244,2017-11-09 00:49:39,,0
158417,9,1,18,127,2017-11-09 04:55:40,,0
88180,17,1,19,280,2017-11-08 10:32:01,,0
105620,9,1,13,445,2017-11-07 13:55:38,,0
173874,3,1,8,317,2017-11-08 08:26:11,,0
200919,3,1,10,280,2017-11-07 02:52:16,,0
42369,14,1,11,379,2017-11-08 06:56:52,,0
81398,2,1,19,219,2017-11-08 15:14:10,,0
334650,14,1,8,463,2017-11-09 01:19:25,,0
70954,27,1,19,153,2017-11-08 08:56:49,,0
99610,12,1,13,245,2017-11-06 18:36:00,,0
23203,9,1,10,334,2017-11-09 07:49:19,,0
178873,2,1,17,205,2017-11-07 05:49:13,,0
84774,146,3543,748,347,2017-11-08 15:12:59,,0
123947,18,1,27,449,2017-11-08 02:38:47,,0
119378,14,1,19,349,2017-11-06 21:56:25,,0
19234,2,1,19,377,2017-11-07 05:36:28,,0
196113,20,1,28,259,2017-11-07 12:06:17,,0
37813,12,1,13,259,2017-11-07 03:44:39,,0
93837,3,1,19,205,2017-11-08 13:43:36,,0
105560,26,1,19,121,2017-11-09 00:03:07,,0
75469,2,1,22,236,2017-11-07 10:16:35,,0
93132,3,1,1,280,2017-11-08 05:32:14,,0
152714,12,1,43,140,2017-11-08 09:37:09,,0
118267,1,1,15,377,2017-11-06 19:23:04,,0
20547,3,1,6,280,2017-11-07 12:24:08,,0
14116,12,1,8,205,2017-11-08 21:41:59,,0
68048,3,1,8,205,2017-11-08 08:10:33,,0
4052,2,1,13,477,2017-11-07 03:28:25,,0
22124,23,1,3,153,2017-11-09 02:42:34,,0
5314,9,1,13,445,2017-11-07 01:56:57,,0
70280,3,1,13,280,2017-11-08 03:16:38,,0
90804,12,1,1,265,2017-11-09 00:08:11,,0
7295,1,1,8,125,2017-11-09 11:44:08,,0
165072,3,1,19,489,2017-11-07 16:33:16,,0
39782,2,1,2,477,2017-11-07 17:23:19,,0
216861,18,1,53,121,2017-11-08 07:38:28,,0
76531,15,1,17,130,2017-11-07 15:03:33,,0
116590,18,1,28,107,2017-11-07 19:32:10,,0
159761,2,1,19,364,2017-11-09 12:12:43,,0
249571,26,1,18,121,2017-11-08 06:14:32,,0
15266,3,1,19,409,2017-11-07 03:25:02,,0
2437,11,1,8,325,2017-11-09 14:38:34,,0
60556,23,1,13,153,2017-11-08 00:02:44,,0
4883,15,1,11,278,2017-11-07 08:02:55,,0
63627,23,1,19,153,2017-11-06 16:32:28,,0
29025,12,1,13,245,2017-11-07 13:44:55,,0
63840,9,1,13,232,2017-11-07 08:10:48,,0
28117,3,1,25,280,2017-11-08 02:48:23,,0
93583,13,1,19,477,2017-11-08 12:07:28,,0
128081,18,1,28,121,2017-11-08 12:08:37,,0
39306,18,1,47,107,2017-11-07 11:13:03,,0
16091,15,1,6,278,2017-11-08 11:30:37,,0
41641,2,1,19,122,2017-11-07 02:28:04,,0
92511,2,1,6,364,2017-11-07 13:56:18,,0
12878,3,1,41,280,2017-11-07 00:07:13,,0
36183,3,1,13,280,2017-11-08 17:46:12,,0
27331,1,1,2,377,2017-11-07 02:34:25,,0
140574,21,1,25,232,2017-11-08 07:50:20,,0
79220,12,1,13,122,2017-11-07 02:32:07,,0
31784,9,1,22,134,2017-11-06 16:29:24,,0
149605,3,1,13,19,2017-11-07 02:42:32,,0
215008,1,1,19,317,2017-11-08 12:52:08,,0
84703,12,1,17,124,2017-11-07 13:30:21,,0
182049,18,1,19,121,2017-11-09 12:42:34,,0
46527,9,1,19,244,2017-11-09 15:10:47,,0
166507,13,1,13,400,2017-11-07 12:05:20,,0
99926,18,1,8,121,2017-11-06 17:45:53,,0
5729,18,1,47,439,2017-11-07 17:15:24,,0
7420,2,1,19,237,2017-11-07 05:19:59,,0
115292,12,1,19,178,2017-11-07 10:22:10,,0
11042,18,1,18,107,2017-11-07 11:52:22,,0
114196,3,1,10,280,2017-11-08 09:57:56,,0
72253,23,1,19,153,2017-11-09 11:24:23,,0
239706,12,1,14,245,2017-11-08 07:50:15,,0
51347,9,1,13,334,2017-11-09 02:53:06,,0
12129,2,1,12,477,2017-11-09 04:35:38,,0
48571,12,1,17,340,2017-11-08 12:15:45,,0
53464,55,1,35,406,2017-11-09 14:51:56,,0
14897,14,1,17,401,2017-11-08 00:29:25,,0
86947,9,1,28,244,2017-11-08 05:28:18,,0
48282,13,1,19,477,2017-11-08 04:24:25,,0
74515,15,1,13,245,2017-11-07 16:55:28,,0
96777,3,1,12,280,2017-11-09 09:16:48,,0
214364,12,1,13,265,2017-11-08 05:49:46,,0
53544,2,1,41,435,2017-11-07 00:18:22,,0
96768,35,1,10,21,2017-11-08 11:03:43,,0
105475,15,1,13,130,2017-11-07 15:55:58,,0
45745,3,2,13,280,2017-11-08 14:20:40,,0
114220,3,2,13,130,2017-11-08 15:40:22,,0
92933,23,1,3,153,2017-11-08 11:16:24,,0
107727,12,1,13,140,2017-11-09 09:16:33,,0
120638,23,1,22,153,2017-11-08 04:05:55,,0
31790,18,1,3,107,2017-11-08 12:59:26,,0
74013,8,1,13,140,2017-11-07 14:30:15,,0
9893,18,1,16,107,2017-11-09 03:03:46,,0
1584,8,1,25,145,2017-11-07 16:04:47,,0
22641,18,3032,607,107,2017-11-06 23:27:07,,0
73329,3,1,19,280,2017-11-08 05:34:03,,0
6595,2,1,13,435,2017-11-08 16:45:23,,0
105603,2,2,22,205,2017-11-07 12:54:11,,0
201236,11,1,13,319,2017-11-06 23:14:32,,0
10760,18,1,1,107,2017-11-09 06:49:04,,0
43783,3,1,19,409,2017-11-06 22:08:14,,0
114314,2,1,19,477,2017-11-08 08:06:22,,0
221238,12,1,13,409,2017-11-08 03:43:39,,0
37490,13,1,70,477,2017-11-08 15:25:40,,0
12898,2,1,17,237,2017-11-07 11:07:31,,0
177941,11,1,22,319,2017-11-08 02:07:15,,0
10428,12,1,41,259,2017-11-09 00:06:47,,0
17276,21,1,19,128,2017-11-08 06:05:26,,0
117506,161,3032,607,347,2017-11-07 07:25:22,,0
192993,32,1,23,376,2017-11-09 03:51:44,,0
73487,1,1,13,153,2017-11-08 04:33:45,,0
90782,2,1,13,435,2017-11-08 11:19:58,,0
104212,18,1,15,134,2017-11-09 09:34:54,,0
38983,27,1,32,153,2017-11-07 15:17:44,,0
255213,14,1,22,489,2017-11-08 05:38:39,,0
6330,2,1,26,212,2017-11-08 03:04:05,,0
36183,6,1,19,459,2017-11-09 04:14:33,,0
134702,3,1,13,442,2017-11-07 13:55:47,,0
42128,9,1,6,442,2017-11-06 22:22:32,,0
61629,9,1,19,334,2017-11-08 08:16:46,,0
79827,3,1,9,130,2017-11-09 12:34:04,,0
15643,12,1,8,178,2017-11-08 02:10:51,,0
90100,9,1,13,244,2017-11-07 03:01:14,,0
184114,18,1,19,107,2017-11-07 10:56:26,,0
66596,3,2,2,280,2017-11-08 05:05:52,,0
112302,7,1,41,101,2017-11-09 10:39:43,,0
114220,6,1,19,125,2017-11-08 22:55:00,,0
31783,15,1,19,245,2017-11-07 11:17:03,,0
102633,3,1,19,280,2017-11-07 07:59:24,,0
92934,18,1,13,121,2017-11-08 04:08:23,,0
59395,15,1,19,153,2017-11-07 22:03:24,,0
49602,3,2,20,137,2017-11-08 20:55:49,,0
354317,9,1,13,466,2017-11-09 15:29:19,,0
229555,18,1,17,134,2017-11-08 06:02:04,,0
4451,15,1,19,245,2017-11-09 03:48:08,,0
58647,32,1,15,376,2017-11-07 06:18:57,,0
42139,23,2,41,153,2017-11-09 01:58:00,,0
69716,3,1,13,115,2017-11-07 09:55:19,,0
96298,15,1,19,278,2017-11-07 06:42:07,,0
207123,8,1,17,140,2017-11-07 02:47:29,,0
405,3,1,6,280,2017-11-07 09:04:51,,0
41898,3,1,8,280,2017-11-09 02:28:22,,0
175648,2,1,13,364,2017-11-09 08:46:54,,0
68600,32,1,19,376,2017-11-08 15:00:21,,0
66677,3,1,40,489,2017-11-07 10:24:17,,0
43827,12,1,17,140,2017-11-09 13:07:08,,0
218882,13,1,19,469,2017-11-08 14:15:06,,0
95766,18,1,3,107,2017-11-09 07:16:54,,0
2076,9,1,18,442,2017-11-09 15:29:15,,0
37001,3,1,19,442,2017-11-08 17:49:17,,0
71805,3,1,47,424,2017-11-07 06:50:29,,0
24675,18,1,19,107,2017-11-09 09:37:06,,0
5574,18,1,19,121,2017-11-06 22:13:31,,0
89845,15,1,19,245,2017-11-06 18:01:27,,0
100339,12,1,13,178,2017-11-07 16:06:59,,0
6330,3,1,19,442,2017-11-08 23:28:04,,0
53575,18,1,35,121,2017-11-08 03:14:53,,0
42289,12,1,13,140,2017-11-09 11:46:58,,0
11567,26,1,22,121,2017-11-08 12:40:34,,0
78173,3,1,28,280,2017-11-09 06:13:22,,0
62937,12,1,19,178,2017-11-08 06:01:27,,0
59426,12,1,19,259,2017-11-07 16:07:18,,0
74062,9,1,19,442,2017-11-09 09:29:16,,0
62874,22,1,13,496,2017-11-07 06:25:28,,0
5348,28,1,16,135,2017-11-09 07:44:27,,0
5314,3,1,19,379,2017-11-07 12:26:44,,0
39889,2,1,13,212,2017-11-08 23:45:24,,0
71793,18,1,13,439,2017-11-08 04:01:54,,0
100275,9,1,19,466,2017-11-07 15:51:43,,0
124446,2,1,8,219,2017-11-06 16:45:32,,0
22274,14,1,18,401,2017-11-09 10:58:46,,0
44494,12,1,16,145,2017-11-07 21:51:39,,0
66626,12,1,19,242,2017-11-09 01:39:13,,0
15540,13,1,18,477,2017-11-09 05:23:58,,0
53878,12,2,13,245,2017-11-08 14:11:47,,0
23033,2,1,13,469,2017-11-07 16:42:37,,0
21162,9,1,16,489,2017-11-08 23:57:29,,0
